,domain,url_len,url_dep,httpDomain,tinyURL,hyphenURL,underscoreURL,subURl,clientURL,adminURL,serverURL,loginURL,dns,domainAge,domainEnd,iframe,forwarding,label
51,kenh14.vn,86,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0
52,twitter.com,195,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
53,medium.com,97,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
54,filehippo.com,83,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
55,variety.com,98,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
56,akhbarelyom.com,115,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
57,allegro.pl,84,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
58,getpocket.com,94,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
59,mylust.com,88,3,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
60,interpark.com,123,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
61,pornsharing.com,105,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
62,interpark.com,129,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
63,mediaset.it,94,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
64,distractify.com,126,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
65,qz.com,84,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
66,maybank2u.com.my,170,4,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0
67,kienthuc.net.vn,111,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0
68,thenextweb.com,103,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
69,themeforest.net,97,4,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
70,themeforest.net,103,4,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
71,paytm.com,86,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
72,motthegioi.vn,110,3,0,0,0,0,2,0,0,0,0,0,1,1,1,1,0
73,torcache.net,160,2,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0
74,fanpage.gr,224,2,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
75,twitter.com,335,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
76,lifehacker.com,96,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
77,lastpass.com,104,9,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0
78,kienthuc.net.vn,89,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0
79,sourceforge.net,130,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
80,nymag.com,83,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
81,ap.org,93,4,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
82,steamcommunity.com,115,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
83,extratorrent.cc,101,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
84,correios.com.br,119,5,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
85,plarium.com,94,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
86,nguyentandung.org,84,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
87,themeforest.net,103,4,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
88,kenh14.vn,95,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0
89,motthegioi.vn,97,2,0,0,0,0,2,0,0,0,0,0,1,1,1,1,0
90,tunein.com,86,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
91,nguyentandung.org,87,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
92,yourlust.com,96,2,0,1,0,0,2,0,0,0,0,0,1,1,1,0,0
93,weathernews.jp,97,4,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0
94,atwiki.jp,88,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
95,plarium.com,90,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
96,chaturbate.com,84,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
97,babal.net,407,4,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
98,motthegioi.vn,103,2,0,0,0,0,2,0,0,0,0,0,1,1,1,1,0
99,akhbarelyom.com,120,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
100,skyrock.com,124,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0
101,mic.com,103,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
102,thenextweb.com,122,6,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
103,medium.com,111,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
104,distractify.com,87,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
105,jalopnik.com,102,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
106,techcrunch.com,113,4,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
107,qz.com,107,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
108,torcache.net,126,2,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0
109,akhbarelyom.com,115,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
110,arstechnica.com,107,4,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
111,babal.net,227,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
112,torrentdn.com,91,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
113,searchengineland.com,91,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
114,slashdot.org,98,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
115,paytm.com,85,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
116,torcache.net,136,2,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0
117,metro.co.uk,145,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
118,censor.net.ua,89,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
119,depositphotos.com,105,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
120,thenextweb.com,99,6,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
121,putlocker.is,91,1,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0
122,twitter.com,289,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
123,aljazeera.net,107,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
124,extratorrent.cc,88,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
125,mylust.com,91,3,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
126,buzzfil.net,86,3,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0
127,correios.com.br,101,4,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
128,ap.org,93,4,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
129,akhbarelyom.com,115,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
130,squarespace.com,94,5,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
131,kakaku.com,84,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
132,jezebel.com,96,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
133,grantland.com,90,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
134,fanpage.gr,231,3,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
135,pornsharing.com,94,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
136,qz.com,110,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
137,megogo.net,105,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
138,extratorrent.cc,91,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
139,torcache.net,130,2,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0
140,moviepilot.com,107,5,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
141,seasonvar.ru,89,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
142,web.tv,89,8,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
143,nguyentandung.org,102,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
144,olx.in,110,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
145,olx.co.id,103,7,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
146,digg.com,96,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
147,fanpage.gr,231,3,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
148,slashdot.org,108,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
149,distractify.com,87,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
150,kakaku.com,92,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
151,nesn.com,98,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
152,twitter.com,216,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
153,olx.ro,144,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
154,thenextweb.com,150,6,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
155,gov.uk,88,3,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0
156,sourceforge.net,183,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
157,olx.in,83,3,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0
158,babal.net,100,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
159,correios.com.br,100,4,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
160,myspace.com,90,5,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
161,iconosquare.com,92,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
162,otomoto.pl,121,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
163,olx.in,92,3,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0
164,squarespace.com,137,5,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
165,prezi.com,91,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
166,distractify.com,87,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
167,twitter.com,266,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
168,thenextweb.com,87,6,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
169,mashable.com,100,6,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
170,distractify.com,87,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
171,kenh14.vn,111,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0
172,xhamster.com,89,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
173,olx.ro,106,6,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
174,yourlust.com,93,2,0,1,0,0,2,0,0,0,0,0,1,1,1,0,0
175,espn.go.com,97,6,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
176,xhamster.com,109,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
177,distractify.com,87,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
178,interpark.com,135,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
179,atwiki.jp,163,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
180,deadspin.com,94,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
181,torcache.net,140,2,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0
182,bestblackhatforum.com,96,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
183,quizlet.com,130,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
184,depositphotos.com,85,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
185,cheezburger.com,95,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
186,emgn.com,89,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
187,katproxy.com,85,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
188,elitedaily.com,92,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
189,olx.in,106,4,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0
190,twitter.com,273,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
191,venturebeat.com,111,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
192,distractify.com,87,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
193,atwiki.jp,88,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
194,codecanyon.net,88,4,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
195,screencast.com,263,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
196,torcache.net,133,2,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0
197,medium.com,95,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
198,nypost.com,94,4,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
199,correios.com.br,165,8,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0
200,censor.net.ua,118,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
201,distractify.com,87,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
202,torcache.net,126,2,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0
203,distractify.com,87,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
204,olx.in,103,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
205,mic.com,104,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
206,udn.com,227,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
207,persianblog.ir,84,4,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
208,indianexpress.com,128,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
209,hollywoodlife.com,117,4,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
210,tobogo.net,106,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
211,ringring.vn,87,1,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0
212,nguyentandung.org,92,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
213,buzzfil.net,115,4,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0
214,dantri.com.vn,98,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0
215,torcache.net,141,2,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0
216,techcrunch.com,94,4,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
217,mylust.com,86,3,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
218,nguyentandung.org,91,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
219,babal.net,188,4,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
220,wikiwiki.jp,114,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
221,thenextweb.com,126,7,0,0,0,0,2,0,0,0,0,1,1,1,1,0,0
222,atwiki.jp,97,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
223,pikabu.ru,124,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
224,extratorrent.cc,138,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
225,otomoto.pl,88,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
226,elitedaily.com,96,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
227,twitter.com,316,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
228,olx.ro,116,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
229,fazenda.gov.br,92,3,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
230,bdnews24.com,91,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
231,emgn.com,85,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
232,motthegioi.vn,107,3,0,0,0,0,2,0,0,0,0,0,1,1,1,1,0
233,extratorrent.cc,103,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
234,babal.net,335,4,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
235,grantland.com,147,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
236,persianblog.ir,115,3,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
237,twitter.com,363,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
238,extratorrent.cc,111,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
239,1337x.to,94,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
240,torcache.net,134,2,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0
241,tinnhanh360.net,94,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
242,distractify.com,87,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
243,katproxy.com,95,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
244,stackoverflow.com,88,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
245,aljazeera.net,298,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
246,pikabu.ru,91,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
247,kenh14.vn,102,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0
248,thenextweb.com,109,6,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
249,metro.co.uk,124,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
250,distractify.com,87,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
251,udn.com,107,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
252,depositphotos.com,85,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
253,torcache.net,143,2,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0
254,momoshop.com.tw,123,2,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0
255,prezi.com,86,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
256,mylust.com,101,3,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
257,plarium.com,93,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
258,xvideo-jp.com,115,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
259,twitter.com,237,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
260,smallseotools.com,86,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
261,torcache.net,145,2,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0
262,serverfault.com,112,3,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
263,mashable.com,90,6,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
264,babal.net,344,4,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
265,serverfault.com,118,3,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
266,kakaku.com,90,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
267,nguyentandung.org,99,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
268,otomoto.pl,97,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
269,seesaawiki.jp,93,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
270,web.de,154,6,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
271,medium.com,107,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
272,medium.com,104,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
273,olx.ua,129,4,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0
274,medium.com,93,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
275,grantland.com,124,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
276,atwiki.jp,211,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
277,haberler.com,138,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
278,techcrunch.com,130,4,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
279,buzzfil.net,96,3,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0
280,variety.com,126,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
281,olx.co.id,99,7,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
282,kickass.to,96,1,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0
283,torcache.net,127,2,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0
284,dantri.com.vn,84,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0
285,yourlust.com,90,2,0,1,0,0,2,0,0,0,0,0,1,1,1,0,0
286,sourceforge.net,169,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
287,emgn.com,127,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
288,worldoftanks.ru,92,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
289,emgn.com,90,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
290,slashdot.org,100,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
291,tinnhanh360.net,91,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
292,askubuntu.com,90,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
293,perezhilton.com,114,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
294,twitter.com,517,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
295,torcache.net,145,2,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0
296,ecnavi.jp,95,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
297,correios.com.br,83,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
298,searchengineland.com,84,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
299,kotaku.com,83,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
300,superuser.com,93,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
301,syosetu.com,95,3,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0
302,correios.com.br,136,6,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
303,hollywoodlife.com,108,4,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
304,lifehacker.com,98,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
305,babal.net,132,4,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
306,interpark.com,190,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
307,telegraf.com.ua,96,3,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0
308,censor.net.ua,87,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
309,indianexpress.com,123,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
310,qz.com,88,2,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
311,variety.com,224,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
312,katproxy.com,107,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
313,metro.co.uk,136,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
314,plarium.com,120,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
315,indianexpress.com,109,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
316,xhamster.com,96,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
317,distractify.com,87,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
318,motthegioi.vn,142,2,0,0,0,0,2,0,0,0,0,0,1,1,1,1,0
319,extratorrent.cc,99,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
