domain,url_len,url_dep,httpDomain,tinyURL,hyphenURL,underscoreURL,subURl,clientURL,adminURL,serverURL,loginURL,dns,domainAge,domainEnd,iframe,forwarding,label
bafybeiarkqndoh3z7ppxniypags3prf3ar4bllv366opeul3yjnc5m5phy.ipfs.dweb.link,83,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
bankkofameriicalogin.bankofamericasbm.workers.dev,58,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1
information-sfr.net,28,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1
web.de,101,4,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
distractify.com,87,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
olx.in,93,3,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0
udn.com,146,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1337x.to,83,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
censor.net.ua,113,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
help-center685.crabdance.com,42,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
storageapi.fleek.one,83,2,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1
lifehacker.com,98,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
thenextweb.com,99,6,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
tsaritsyno-museum.ru,69,7,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1
paypal-home-secure.com,31,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1
actualizaciion.ebisaseguridad.repl.co,46,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1
io9.com,90,2,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
jamiladonuajqa.wpenginepowered.com,42,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1
thenextweb.com,134,6,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
mylust.com,89,3,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
onedrivefiles89.web.app,32,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1
apps-seedify.org,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
app.exodus.com.alchemys.cl,35,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
syno.etheve-cloud.fr,117,10,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
pockatacad.co.jp.jwhlwb.top,58,2,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1
league-free-rp1.000webhostapp.com,42,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
citizensbankpaymentverify.authorizeddns.net,68,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
metamsk.co,23,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
sites.google.com,50,3,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1
is.gd,26,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1
distractify.com,131,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
atwiki.jp,162,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
fanpage.gr,85,5,0,0,0,0,2,0,0,0,0,0,1,1,0,1,0
thenextweb.com,122,6,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
buzzfil.net,86,3,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0
srv190819.hoster-test.ru,45,2,0,0,1,0,2,0,0,0,0,0,0,0,1,1,1
fnd-inc.com,74,3,1,0,1,0,2,0,0,0,0,0,0,0,1,0,1
otomoto.pl,84,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
extratorrent.cc,85,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
babal.net,227,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
persianblog.ir,115,3,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
codecanyon.net,95,4,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
extratorrent.cc,103,3,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0
yourlust.com,90,2,0,1,0,0,2,0,0,0,0,0,1,1,1,0,0
loving-tharp.45-14-165-241.plesk.page,69,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1
connection-orangebank-certicode.derlma.com,59,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1
thenextweb.com,129,6,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
ipfs.io,93,3,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1
pub-10affc7d98614b899342ca9e4f65baa0.r2.dev,62,1,1,0,1,0,2,0,0,0,0,0,0,0,1,0,1
medium.com,89,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
themeforest.net,103,4,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
ipfs.io,90,3,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1
torcache.net,126,2,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0
seekingalpha.com,88,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
extratorrent.cc,99,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nymag.com,144,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
theheasmans.com,24,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ipfs.eth.aragon.network,113,3,1,0,0,0,2,0,0,0,0,0,1,1,0,0,1
jordaoveiculos.net,44,1,1,0,0,0,4,0,0,0,0,0,0,0,1,0,1
web.de,117,6,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
info-americasns.yixvpt.top,52,2,1,0,1,0,2,0,0,0,1,0,1,1,1,1,1
kenh14.vn,93,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0
udn.com,141,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
direct3.smbc.co.jp.aib.catloz.com,69,3,1,0,0,0,2,1,0,0,0,0,0,0,1,1,1
kobe-sannomiya-law-1318233601.cos.ap-seoul.myqcloud.com,86,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1
jalopnik.com,103,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
metro.co.uk,140,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
gizmodo.com,100,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
reparto-verifica.com,28,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
pockatcacd.co.jp.zkuqho.top,58,2,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1
dev-accionvalidada.pantheonsite.io,43,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1
maroon-bird-leader.glitch.me,55,1,1,0,1,0,2,0,0,0,0,1,1,1,1,0,1
ipfs.fleek.co,86,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
shljkhfwuw.duckdns.org,29,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
facebooksecuritys.blogspot.com,38,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1
xhamster.com,85,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
mobile-postal-information.bhh58.live,45,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1
4535.weebly.com,24,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
aflacxvmlyr.com,24,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
8abi.short.gy,25,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
sourceforge.net,85,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
bafybeib6nrvhylo2lkratsk5i3yyp4j4wvtz2vskoqk4o2qrvumuywxzcq.ipfs.dweb.link,125,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1
kenh14.vn,93,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0
udn.com,122,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
thenextweb.com,83,6,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
likemag.com,83,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
dragarwaldentalclinic.com,34,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
xn--panckswap-31a3g.com,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
allegro.pl,108,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
21563142--5324765.repl.co,33,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1
mashable.com,100,6,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
mylust.com,85,3,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
mylust.com,85,3,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
demo.appstirr.com,124,7,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1
bipprovincempress.click,32,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
techcrunch.com,91,4,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
qxcvr.susome.top,25,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
solicitacaobanqipessoal.shop,37,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
verification-for-your-account.com,42,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
sicop1.webnode.es,26,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1
serviclientelsu2023.myclickfunnels.com,59,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
extratorrent.cc,94,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nesn.com,100,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
qsnetwork.az1.qualtrics.com,98,3,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1
defiappsprotocol.firebaseapp.com,39,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
torcache.net,140,2,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0
xsacdbfghre.isasecret.com,34,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1
antai-amande-gouv.info,31,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1
logins.194-180-48-242.cprapid.com,57,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1
io9.com,92,2,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
ftxtrading.ltd,22,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
vrwerv34.fartit.com,27,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
btvwerc34.vizvaz.com,29,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
govmentirrs1.com,29,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
codecanyon.net,166,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
megogo.net,105,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
babyfrogcoin.co,24,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
iconosquare.com,92,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
indianexpress.com,123,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ci13862.tw1.ru,45,3,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1
digg.com,102,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
abc.go.com,85,5,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
banca-sella-spa.itsaol.com,52,2,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1
distractify.com,87,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
loving-tharp.45-14-165-241.plesk.page,69,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1
web.de,154,6,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
gizmodo.com,90,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
themeforest.net,100,4,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
thenextweb.com,135,6,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
tunein.com,86,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
sparkasse-mobil.com,74,3,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1
sfglobe.com,107,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
fswebamexgiftdr.z20.web.core.windows.net,49,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1
io9.com,100,3,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
formtools.com,37,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
direct2.jp-bamk.japanpost.jp.zngnw.com,51,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1
1yq7p4.duckdns.org,26,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
oncologiaclinicafpolis.com.br,44,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1
nftstorage.link,83,3,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1
codecanyon.net,88,4,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
tinnhanh360.net,88,1,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0
wikimapia.org,113,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
usabrooksn.top,27,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
att-yahoo-mail-101572.weeblysite.com,45,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1
sf1-qs.firebaseapp.com,31,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1
xvideo-jp.com,115,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
twitter.com,335,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
twitter.com,273,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
sberbank.ru,118,9,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
medium.com,95,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
olx.in,93,3,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0
mediaset.it,85,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
bafybeihdpwgnainsqdp5qm5z3ooahsh64nnjs36mi3vtvpleknnxnspkii.ipfs.dweb.link,94,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1
amazon-bvdsfdasaf.sexidude.com,39,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1
ahn16o5bk.duckdns.org,29,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
odsajkdla.jungleheart.com,34,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1
seekingalpha.com,87,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
smbctb.pretiane.com,39,1,1,0,0,0,2,0,0,0,0,0,1,1,1,1,1
att-100524.weeblysite.com,34,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1
fleek.ipfs.io,74,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
steamcommunity.com,111,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
parcforallerd.builderallwppro.com,71,4,0,0,0,0,2,0,0,0,0,1,1,1,1,1,1
amazcazm-co-jp.amazocon.chatdouyin.top,50,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1
askubuntu.com,90,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
motthegioi.vn,103,2,0,0,0,0,2,0,0,0,0,0,1,1,1,1,0
tobogo.net,107,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
syosetu.com,95,3,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0
espn.go.com,95,7,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
moviepilot.com,127,5,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
post.deliver-it.pw,39,2,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1
babal.net,387,4,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0
citizens0nlinebnking6vt57btpn.pages.dev,48,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
faceltcase.com,22,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
4everland.io,83,3,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1
depositphotos.com,105,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
bartlomiej.arkadiusz.info.pl,44,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
sourceforge.net,88,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
twitter.com,99,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0
juriskiana1.web.app,28,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1
tinnhanh360.net,94,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
aipadclaim.netlify.app,50,2,1,0,0,0,2,0,0,0,0,0,1,1,1,0,1
incekbulsik.work.gd,41,1,1,0,0,0,2,0,0,0,0,0,1,1,1,1,1
ipfs.io,87,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
dev-cuscatlanweb.pantheonsite.io,41,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1
grantland.com,116,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
pikabu.ru,124,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
falling-base-4ffd.hgpuuhmyy.workers.dev,48,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1
motthegioi.vn,101,2,0,0,0,0,2,0,0,0,0,0,1,1,1,1,0
bafybeia37xkvv4e6yxbk67y23k4wzjz2zrh5mg77mxxjuqbrvsecpq7s7a.ipfs.infura-ipfs.io,88,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1
anazom.co.ip.po9h4c.com,32,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
fattura.staffasestenza.co,75,3,1,0,0,0,2,0,0,0,0,0,1,1,0,0,1
eki-net.com.ymnww.shop,35,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1
qz.com,125,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
hollywoodlife.com,83,4,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
anomaliarilevata01.com,31,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
xhamster.com,97,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
correios.com.br,83,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
infura-ipfs.io,86,3,1,0,1,0,2,0,0,0,0,0,1,1,1,0,1
tunein.com,95,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
ccoopeealiiianzas.web.app,33,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1
cloudflare-ipfs.com,99,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
tobogo.net,112,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
olx.pl,116,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
bit.ly,22,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1
ipfs.best-practice.se,94,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1
acadianainjurylaw-1318334846.cos.ap-tokyo.myqcloud.com,85,1,1,0,1,0,2,0,0,0,0,0,0,0,1,0,1
gabihazut.co.il,35,2,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1
ae0n-bamk.co-jp.tbtmkko.com,64,3,1,0,1,0,2,1,0,0,0,0,1,1,1,1,1
business-advertise-case-5664a.web.app,46,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1
persianblog.ir,247,3,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
torcache.net,126,2,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0
bafybeiehusky6wtpsi5f5aieppbsr5ic5lnn2wnchq42cx6synnvivp554.ipfs.nftstorage.link,88,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ipfs.io,90,3,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1
interpark.com,123,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
meta-business-case-34577.web.app,41,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1
help-center460.crabdance.com,42,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
bafybeibhs7pz5wmn2vteyzflbckwbr3puzqisving6ovzisi6mhuy2kati.ipfs.cf-ipfs.com,85,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
cookpad.com,86,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
nftstorage.link,75,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
jaces-co-jp.szhxbg.com.cn,38,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1
ubeaatseess.com.cq2023.top,38,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
doodle.com,87,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
s.id,18,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
motthegioi.vn,105,2,0,0,0,0,2,0,0,0,0,0,1,1,1,1,0
sfr-esim-support.com,28,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1
ibjkxyxv.duckdns.org,29,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
myspace.com,117,4,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
motthegioi.vn,103,2,0,0,0,0,2,0,0,0,0,0,1,1,1,1,0
bafybeia5ppbhyof3jot6thkigpwneesddfzguq37ct7ytgor7effoe3riu.ipfs.dweb.link,102,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
smallseotools.com,86,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
ervjeurv80.onedumb.com,31,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
babal.net,100,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
cz.ceskysystem.situationcrude.co.in,68,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
distractify.com,87,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
forms.gle,35,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1
gateway.pinata.cloud,114,3,1,0,0,0,2,0,0,0,0,0,1,1,1,0,1
worldstronglawfirm-1318439371.cos.na-ashburn.myqcloud.com,89,1,1,0,1,0,2,0,0,0,0,0,0,0,1,0,1
kueresnsaskaycsato.co.jp.cetticsz.cn,49,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
dantri.com.vn,90,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0
du4vv97.duckdns.org,27,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
fqvepostles.firebaseapp.com,36,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1
forested-awesome-saw.glitch.me,51,1,1,0,1,0,2,0,0,0,0,1,1,1,1,0,1
steamcommunity.com,115,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nodesyieldrobot.com,26,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
moviepilot.com,91,5,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
verify-center96.strangled.net,43,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1
distractify.com,87,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
babal.net,293,4,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
buzzfil.net,135,4,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0
eazxxujgcz.duckdns.org,29,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
twitter.com,264,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
